cd_cvm;cnpj;empresa;ano;roe;roa;endividamento;liquidez_corrente;margem_operacional;caixa;crescimento_receita;crescimento_ativos;receita;ativo_total;lucro_liquido;patrimonio_liquido
017868;02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2022;-7.13755402205;-3.86529655242;45.8456420718;0.0555741422252;-322.910216718;0;;-1.79427179664;323000;236282000;-9133000;127957000
017868;02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2023;49.1016201466;41.3641039732;15.7581687739;0.108539026017;189.507892293;0;233.436532508;26.2995065219;1077000;298423000;123440000;251397000
017868;02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2024;-0.612725970216;-0.516631066028;15.6831779391;0.214583211122;-92.1150772509;0;74.2804085422;-0.696997215362;1877000;296343000;-1531000;249867000
017868;02.258.422/0001-97;INEPAR EQUIPAMENTOS E MONTAGENS S/A - EM RECUPERACAO JUDICIA;2025;-2.77807475636;-2.33220451321;16.0496128527;0.106129510628;-176.080827068;0;126.744805541;-2.24739575424;4256000;289683000;-6756000;243190000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2020;-2.49561549132;-0.621589875489;75.0927225107;0.0380970984906;;1390000;;;0;9855212000;-61259000;2454665000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2021;-4.11671316151;-0.938802562439;77.1953370175;0.0336822294981;;1259000;;4.90160942251;0;10338276000;-97056000;2357609000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2022;-2.50881172415;-0.543361878256;78.341863081;0.0494409162181;;1164000;;10.1234093576;0;11384862000;-61861000;2465749000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2023;-2.0302190811;-0.376977105233;81.4317031722;2.47708425885;;786007000;;14.3194708904;0;13015114000;-49064000;2416685000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2024;-2.07492101573;-0.358315647311;82.7311186983;2.42011252526;;277966000;;5.3389082877;0;13709979000;-49125000;2367560000
020443;02.281.836/0001-37;TRANSNORDESTINA LOGISTICA SA;2025;-0.460926748418;-0.231622720915;49.7484748477;7.65613850635;;2637000;;24.8983386481;0;17123536000;-39662000;8604838000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2020;40.4255904609;9.13262341265;77.408806381;1.52267405587;35.6717483548;666489000;;;2091103000;4343396000;396666000;981225000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2021;38.0934234237;9.69871045815;74.5396722414;0.984743153032;38.8021313514;129419000;1.14709796696;25.0546576918;2115090000;5431619000;526797000;1382908000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2022;28.0983861022;5.3652534366;80.9054747234;0.768156891531;42.2402363766;234319000;32.5871712315;84.9817338072;2804338000;10047503000;539074000;1918523000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2023;23.6338388119;3.89064572521;83.5378172959;0.496935207577;34.3407635236;644529000;83.9249049152;57.6482236432;5157876000;15839710000;616267000;2607562000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2024;16.3361375784;3.9957980814;75.5401295917;1.0126034693;29.2210103349;902349000;57.3727441296;31.3337049731;8117091000;20802878000;831241000;5088357000
024813;02.286.479/0001-08;LOCALIZA FLEET S.A.;2025;17.1369991173;4.56176143173;73.380628659;1.10213383287;27.3423091483;408701000;31.0530706136;3.90370986168;10637697000;21614962000;986023000;5753767000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2020;-31.1499272198;1.26335675069;104.055729382;2.6358974359;46.1629881154;0;;;5890000;16939000;214000;-687000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2021;-80.7894736842;1.83447863759;102.27069017;3.30173199635;56.683236675;0;22.9541595925;-1.20432138851;7242000;16735000;307000;-380000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2022;-175.362318841;1.44658975432;100.824914819;2.40297684675;59.960065774;0;17.5642087821;-0.035853002689;8514000;16729000;242000;-138000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2023;78.7037037037;-3.26316462985;104.146138589;2.24020156775;44.2007349564;0;2.27859995302;-6.57540797418;8708000;15629000;-510000;-648000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2024;-48.2837528604;1.37755435137;102.853039107;2.86425339367;63.2482766961;0;-5.04134129536;-1.99628895003;8269000;15317000;211000;-437000
019232;02.291.077/0001-93;PRODUTORES ENERGET.DE MANSO S.A.- PROMAN;2025;-100;1.48188430426;101.481884304;3.40641312453;56.0887279312;0;6.85693554239;-3.9563883267;8836000;14711000;218000;-218000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2020;37.8834025161;6.13830195852;83.7968568005;0.916131000849;10.7586646809;469267000;;;4668637000;6097354000;374274000;987963000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2021;34.6122254785;6.19096056583;82.1133704052;1.49015123822;11.3503459764;687156000;38.3789530006;18.3298033868;6460411000;7214987000;446677000;1290518000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2022;53.4551805064;7.96362002218;85.1022483757;0.969578580308;17.7502635463;629265000;-11.9003419442;-8.58464471246;5691600000;6595606000;525249000;982597000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2023;43.2838387166;6.49990045668;84.983077635;0.610471006967;17.3216700466;216271000;5.87889170005;11.5682925875;6026203000;7358605000;478302000;1105036000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2024;64.9974483347;8.02200942996;87.657962527;0.757513466563;18.8637101079;875622000;5.24959082859;17.1557924362;6342554000;8621032000;691580000;1064011000
016985;02.302.100/0001-06;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A.;2025;43.0067212157;4.84790874525;88.7275555815;0.763329352296;17.9635238003;501221000;1.70464453279;5.63890726771;6450672000;9107164000;441507000;1026600000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2020;27.6244131978;11.5976994502;58.0164857542;1.71097006027;32.0071746311;518714000;;;447131000;1711417000;198485000;718513000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.;2021;20.3214166624;9.18279281415;54.8122408653;4.05806716314;10.6102936729;311072000;18.3152141095;-4.60554032127;529024000;1632597000;149918000;737734000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;2022;6.05017692865;3.41666310843;43.5278811063;8.34144582151;-5.67427278786;436741000;0.692029095088;21.9336431465;532685000;1990685000;68015000;1124182000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;2023;13.8246688758;7.20934800627;47.8515683015;6.01474329059;12.8128076695;426282000;13.2613082779;4.85285215893;603326000;2087290000;150480000;1088489000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;2024;4.61914271871;2.62176896104;43.2412220038;5.04110984599;-1.58456824297;311326000;2.99042308802;0.000143727033618;621368000;2087293000;54724000;1184722000
016993;02.302.101/0001-42;EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.;2025;-22.4194801134;-7.53427134134;66.394085397;3.07398649487;-72.3276243523;379911000;-23.25787617;-15.2015553159;476851000;1769992000;-133356000;594822000
016942;02.318.346/0001-68;OPPORTUNITY ENERGIA E PARTICIPACOES S.A. - EM LIQUIDAÇÃO;2020;468.685707718;-21.1751815531;104.517991738;;;115000;;;0;385149000;-81556000;-17401000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2020;19.8524480215;6.38068549256;67.8594524682;1.03339882122;13.9031172252;912000000;;;6833000000;9278000000;592000000;2982000000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2021;25.4174397032;7.69879179545;69.7105928632;1.46718304117;16.4726631393;624000000;24.4694863164;15.0786807502;8505000000;10677000000;822000000;3234000000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2022;34.4153577661;9.9335079589;71.1364094298;1.23162583519;21.3161659514;527000000;-1.37566137566;-7.0338109956;8388000000;9926000000;986000000;2865000000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2023;32.3774591531;8.9394218376;72.3899834285;1.19216133942;22.7967367574;657000000;3.75536480687;9.42978037477;8703000000;10862000000;971000000;2999000000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2024;45.4545454545;7.61801681792;83.2403630006;0.959841628959;21.6981132075;745000000;7.18143169022;10.578162401;9328000000;12011000000;915000000;2013000000
017485;02.328.280/0001-97;ELEKTRO REDES S.A.;2025;46.9377756002;7.32415902141;84.3960244648;1.11989795918;22.7623534128;381000000;6.95754716981;8.90017483973;9977000000;13080000000;958000000;2041000000
017434;02.338.534/0001-58;LONGDIS S.A.;2020;23.1495922296;-4068.84814378;17676.3274939;0;;0;;;0;11017;-448265;-1936384
017434;02.338.534/0001-58;LONGDIS S.A.;2021;42.5957920625;-12834.8369808;30231.7016525;0;;0;;1.61568485069;0;11195;-1436860;-3373244
017434;02.338.534/0001-58;LONGDIS S.A.;2022;5.89160210957;-743.827269205;12725.2122151;0.00663139407913;;13138;;153.604287628;0;28391;-211180;-3584424
017434;02.338.534/0001-58;LONGDIS S.A.;2023;-812.589579702;-789.202407825;2.87810383747;34.7450980392;;10;;12.3454615899;0;31896;-251724;30978
017434;02.338.534/0001-58;LONGDIS S.A.;2024;-143.117436982;-140.268633131;1.990535822;50.2377294067;;1;;269.033734638;0;117707;-165106;115364
017434;02.338.534/0001-58;LONGDIS S.A.;2025;-292.158675523;-275.959910793;5.54450922965;18.0358614005;;1;;-36.7633190889;0;74434;-205408;70307
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2020;11.7494273854;7.15811757741;39.0768814293;2.51503315602;10.4945975189;260387000;;;1012035000;1026932000;73509000;625639000
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2021;15.8204670182;10.3165457159;34.7898788068;2.30819187184;12.6480255484;147128000;-0.463620329336;1.73779763412;1007343000;1044778000;107785000;681301000
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2022;20.8132421359;14.3701623645;30.9566367858;2.29949035841;14.6793636525;190299000;36.0518711104;6.34603714856;1370509000;1111080000;159664000;767127000
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2023;21.745632333;15.1629850856;30.2711236289;3.09313760134;14.306446357;232539000;15.5386794249;7.97701335637;1583468000;1199711000;181912000;836545000
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2024;29.3693680005;20.3560419259;30.6895472674;2.71087884251;17.6397415085;241335000;31.9967943779;10.8095199594;2090127000;1329394000;270612000;921409000
020800;02.351.144/0001-18;TEGMA GESTAO LOGISTICA S.A.;2025;27.8552863742;18.1757178819;34.7494847559;2.09907788628;14.6885902397;113860000;6.47333870143;0.552958716528;2225428000;1336745000;242963000;872233000
024910;02.351.877/0001-52;LWSA S/A;2020;2.92890071264;1.35916340532;53.5947599913;1.7919166859;9.05061346552;404628000;;;488210000;1452364000;19740000;673973000
024910;02.351.877/0001-52;LWSA S/A;2021;-0.536580778763;-0.344175814858;35.8575952624;3.17866517378;1.06584787955;1584399000;63.9065156388;215.062821717;800208000;4575859000;-15749000;2935066000
024910;02.351.877/0001-52;LWSA S/A;2022;1.01696440776;0.640921711501;36.9769771083;1.97495692805;4.26560017146;1448231000;42.2671355448;3.250602783;1138433000;4724602000;30281000;2977587000
024910;02.351.877/0001-52;LWSA S/A;2023;-2.55833673936;-1.60140717941;37.4043629685;1.35298043152;6.68826909332;1188223000;13.555738458;-2.54442596435;1292756000;4604388000;-73735000;2882146000
024910;02.351.877/0001-52;LWSA S/A;2024;1.53665012894;1.05205626459;31.535731864;1.18120552907;8.30688626251;447378000;5.97761681245;-12.8956551881;1370032000;4010622000;42194000;2745843000
024910;02.351.877/0001-52;LWSA S/A;2025;-9.13534533793;-6.19643055916;32.1708120499;1.25639790427;-18.5894012285;371931000;8.64936001495;-9.28127856477;1488531000;3638385000;-225450000;2467887000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2020;26.5855417492;10.3368034293;61.1187030651;1.91357205539;21.6200880603;3452000;;;271405000;310270000;32072000;120637000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2021;51.6594531238;22.9123626658;55.6472992254;2.29308775381;36.6446129454;4026000;41.0633555019;43.2152641248;382853000;444354000;101812000;197083000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2022;-8.46495910887;-3.87666064286;54.2034333185;1.37761948605;18.2881908524;3851000;-66.6723259319;-10.7110546996;127596000;396759000;-15381000;181702000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2023;-11.0084736961;-5.67420330016;48.4560398035;1.43120981498;17.0369058287;686000;-24.7829085551;-19.9614879562;95974000;317560000;-18019000;163683000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2024;-20.6034482759;-9.86909673571;52.0997815338;1.0654991454;-6.45473292334;618000;14.1913434889;-10.7762312634;109594000;283339000;-27963000;135720000
024872;02.357.251/0001-53;LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A;2025;0.191938579655;0.0853206060705;55.5479642373;1.01453694457;17.106304089;737000;14.1859955837;7.96431130201;125141000;305905000;261000;135981000
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2020;16.7077622025;4.57005236269;72.6471306731;1.8155764644;10.4889156669;64680000;;;169293000;376604000;17211000;103012000
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2021;39.6993852124;11.8488526504;70.1535613536;1.89970885465;16.0990865189;87468000;103.044425936;14.175898291;343740000;429991000;50949000;128337000
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2022;7.18902704177;1.96408111651;72.6794584984;1.87352011405;7.42661836079;49620000;6.39582242393;15.4952080392;365725000;496619000;9754000;135679000
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2023;10.1042349548;2.98408924582;70.4669452049;2.2857151817;8.18472037257;50456000;0.809898147515;4.00447828214;368687000;516506000;15413000;152540000
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2024;-22.8309453707;-3.86809729853;83.0576560203;2.26368493765;-1.95341395573;158084;-99.9189667658;-99.8606633805;298759;719682;-27838;121931
018414;02.365.069/0001-44;PADTEC HOLDING S.A.;2025;5.15728955206;1.06586268883;79.3328903085;2.96133822053;7.9306776676;80358;-2.31122744419;-9.25353142082;291854;653086;6961;134974
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2020;26.8386350919;8.98531975678;66.5209511363;1.5544629142;53.5509950089;3685000;;;388891000;1131657000;101683000;378868000
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2021;25.6810330412;11.7824996725;54.1198375718;3.42937207725;56.67102458;7626000;16.6344811271;-5.55618884521;453581000;1068780000;125929000;490358000
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2022;27.8109518974;13.2198641317;52.4652583614;0.846916155492;52.4701248955;4761000;22.5944208421;-0.945751230375;556065000;1058672000;139955000;503237000
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2023;30.1894965223;12.2351424199;59.4721879151;3.11815614006;51.9299168817;5322000;13.4593977323;21.6042362507;630908000;1287390000;157514000;521751000
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2024;30.8780126009;11.8639001321;61.5781615046;2.64345114345;48.2184763145;9361000;15.1579945095;5.76119124741;726541000;1361559000;161534000;523136000
023469;02.382.073/0001-10;PROLAGOS S/A - CONC.DE SERVICOS PÚBLICOS DE ÁGUA E ESGOTO;2025;41.426763186;9.63519633098;76.7416143817;2.87908787736;43.4921239121;8726000;17.1556732518;20.7465119029;851184000;1644035000;158406000;382376000
017450;02.387.241/0001-60;RUMO S.A.;2020;1.99181803579;0.663658921812;66.6807454353;2.33821750894;27.9706650394;7778606000;;;6966159000;45908371000;304675000;15296327000
017450;02.387.241/0001-60;RUMO S.A.;2021;1.03699002361;0.323284778101;68.8246973703;2.78794557612;20.4275426526;9448193000;6.79675844321;4.93631760534;7439632000;48174554000;155741000;15018563000
017450;02.387.241/0001-60;RUMO S.A.;2022;3.33553530234;1.11861040315;66.4638415799;1.71426595677;30.8506785749;7385421000;32.2848764563;-4.61407281529;9841508000;45951745000;514021000;15410450000
017450;02.387.241/0001-60;RUMO S.A.;2023;4.54863901612;1.46616557845;67.7669392261;1.8716130991;31.7659920956;7233993000;11.1386181874;7.15248354551;10937716000;49238436000;721917000;15871055000
017450;02.387.241/0001-60;RUMO S.A.;2024;-6.3557559329;-1.87623103684;70.4798129971;1.63036164517;17.4298162889;7461618000;27.4158974323;2.75107641518;13936389000;50593023000;-949242000;14935155000
017450;02.387.241/0001-60;RUMO S.A.;2025;6.15815793898;1.60854455895;73.8794526726;1.57240387367;33.0714766039;7018132000;-0.635839025446;6.30535360577;13847776000;53783092000;865125000;14048438000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2020;22.9197547597;12.7252174721;44.4792598985;1.89704381159;67.7458412773;56660000;;;221342000;624563000;79477000;346762000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2021;37.7577601948;19.9458986736;47.174041652;1.22878335024;94.8998310754;31209000;-6.65982958499;12.046022579;206601000;699798000;139581000;369675000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2022;20.2689944437;10.542551787;47.9868040998;0.645549028468;43.8185611414;7953000;-6.5023886622;-11.2455308532;193167000;621102000;65480000;323055000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2023;8.30980679775;5.91997496917;28.7591743917;0.369773087447;38.0302819703;17916000;8.00964968136;57.461093347;208639000;977994000;57897000;696731000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2024;2.52885497693;1.75597678354;30.5623770614;1.7504507069;23.6495301999;56285000;-12.5676407575;1.26156193187;182418000;990332000;17390000;687663000
019364;02.397.080/0001-96;ITAPEBI GERACAO DE ENERGIA S.A.;2025;5.50881598985;3.96801361295;27.9697557468;1.77054203108;23.725991587;51386000;5.68967974652;-0.306664835631;192797000;987295000;39176000;711151000
021024;02.415.408/0001-50;CONC ROD.OESTE SP VIAOESTE S.A;2020;110.266336955;39.7711737398;63.9317176591;0.432644682436;48.9306209359;46697000;;;897951000;683925000;272005000;246680000
021024;02.415.408/0001-50;CONC ROD.OESTE SP VIAOESTE S.A;2021;23.191285752;6.33824524321;72.6697117572;0.548557497725;10.7661138549;121137000;22.1936386284;9.57385678254;1097239000;749403000;47499000;204814000
021024;02.415.408/0001-50;CONC ROD.OESTE SP VIAOESTE S.A;2022;12.9385132571;3.30134025076;74.4843925638;1.2382389347;9.43685517214;365448000;9.90695737209;15.7421307361;1205942000;867375000;28635000;221316000
024929;02.421.421/0001-11;TIM S.A.;2020;7.95285459077;4.42615725482;44.3450498899;1.25410879075;16.3015267945;2575291000;;;17267812000;41654417000;1843690000;23182745000
024929;02.421.421/0001-11;TIM S.A.;2021;11.7782352136;5.93581356387;49.6035402907;1.45107422319;20.799786156;5228615000;4.57623119825;19.6012081984;18058027000;49819186000;2957174000;25107106000
024929;02.421.421/0001-11;TIM S.A.;2022;6.57845804082;2.96189216043;54.9758903675;0.790090554138;14.6762584448;2548713000;19.2311928651;13.2261916122;21530801000;56408367000;1670755000;25397365000
024929;02.421.421/0001-11;TIM S.A.;2023;10.9064750303;5.13466158148;52.9209798105;0.885222626529;19.792393966;3077931000;10.6967316265;-2.03553313288;23833893000;55260156000;2837422000;26015940000
024929;02.421.421/0001-11;TIM S.A.;2024;;;;;;0;-100;-100;0;0;0;0
024929;02.421.421/0001-11;TIM S.A.;2025;;;;;;0;;;0;0;0;0
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2020;26.0399256015;7.54881128275;71.0106265346;0.958756766561;16.5487740521;3918796000;;;30898458000;49106884000;3706986000;14235778000
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2021;28.8812699937;7.34083477891;74.5827147473;1.20433985041;18.8929151708;2199952000;26.9000155283;34.6448249496;39210148000;66119878000;4853751000;16805878000
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2022;29.7538749269;7.33534852046;75.3465774172;1.02022054722;25.996987313;3746158000;0.367478847568;7.60165195707;39354237000;71146081000;5218813000;17539944000
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2023;27.6875363179;7.3857161228;73.3247623118;0.913432564988;26.619964326;4435186000;0.988338307766;5.37646760895;39743190000;74971227000;5537162000;19998753000
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2024;26.4351747364;7.47000415951;71.742179751;0.952851941521;25.4062462393;1973401000;7.2591555937;2.87839360025;42628210000;77129194000;5761554000;21795029000
018660;02.429.144/0001-93;CPFL ENERGIA S.A.;2025;24.4317079757;7.0808359514;71.0178430487;0.929533870173;24.9155378069;2229320000;4.0807953231;5.14816218616;44367780000;81099930000;5742553000;23504509000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2020;145.905109941;23.5565767683;83.8548651396;0.860521236877;62.4300620992;254892000;;;1964600000;3098277000;729848000;500221000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2021;143.346185869;25.0606785398;82.517373317;1.34952976753;55.604939255;119778000;15.0287590349;-8.6430942101;2259855000;2830490000;709340000;494844000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2022;123.526003286;53.1012014175;57.0121269976;1.2972294978;85.1116400346;549872000;252.401592138;189.34304661;7963765000;8189826000;4348896000;3520632000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2023;220.753749519;13.1625188611;94.0374653251;0.762188222135;59.9322737486;174803000;-60.6641958923;-7.34418533434;3132611000;7588350000;998818000;452458000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2024;208.227282416;14.8706622862;92.8584467349;0.976459920813;63.7870395793;377368000;11.0321390048;-1.31384293028;3478205000;7488651000;1113612000;534806000
020192;02.451.848/0001-62;CONC SIST ANHANG-BANDEIRANT S.A. AUTOBAN;2025;137.27750631;16.0982647216;88.2731955479;1.85691070629;65.0560312695;386218000;9.06763689892;-0.423200386825;3793596000;7456959000;1200441000;874463000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2020;36.1310865748;7.94988996838;77.9970913636;1.43716843532;45.4318522176;4538946000;;;12259159000;35186248000;2797268000;7741998000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2021;19.7283436937;4.1058382072;79.1881251111;1.47492631805;39.0579038302;5156406000;2.29635654452;8.32563051338;12540673000;38115725000;1564970000;7932597000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2022;31.5700675294;6.97772882072;77.8976436645;1.25267464588;48.7173631778;2235887000;-5.05609228468;0.186345661797;11906605000;38186752000;2664568000;8440172000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2023;34.932626747;8.12102497999;76.7523208638;1.45795541627;59.177761667;5255767000;-9.73258960048;10.5736172587;10747784000;42224473000;3429060000;9816210000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2024;35.0382862184;8.5863967811;75.4942444172;0.989737971513;68.4758083314;3958758000;4.38091238157;18.6807020658;11218635000;50112301000;4302841000;12280398000
017329;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;2025;20.5391529537;5.16682100376;74.8440404753;1.12227137489;48.7425228858;3358552000;14.6313700374;10.3779070133;12860075000;55312909000;2857919000;13914493000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2020;5.17574246454;1.64447805776;68.2272047147;0.745506267694;24.1485295249;514764000;;;2026964000;10721943000;176320000;3406661000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2021;-6.16735397676;-1.89988141094;69.1945456982;1.88774008997;-1.51572031693;2962066000;6.8414140557;31.3718604921;2165637000;14085616000;-267610000;4339138000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2022;-12.5066439334;-3.35749390127;73.1543176638;1.2346908874;-1.31937219686;2236300000;29.8682096769;1.9972147473;2812474000;14366936000;-482369000;3856902000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2023;-0.135061893273;-0.0583724286836;56.7809785061;2.54360664871;21.2938161622;3015027000;30.0485977826;18.3235172761;3657583000;16999464000;-9923000;7347002000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2024;5.30823434027;2.12906118652;59.8913489865;1.72825380485;29.866556297;3427673000;34.4939540675;12.3004819446;4919228000;19090480000;406448000;7656934000
017930;02.502.844/0001-66;RUMO MALHA PAULISTA S.A.;2025;4.32746134709;1.49077966984;65.5507109072;1.93232076598;24.1755411481;4270048000;26.1273923469;15.2910979713;6204494000;22009624000;328115000;7582159000
023060;02.509.186/0001-34;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;2020;50.7760543599;22.3456337065;55.9917878847;0.270788901475;56.431525487;59580000;;;508985000;880163000;196678000;387344000
023060;02.509.186/0001-34;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;2021;70.0388558741;40.445330236;42.2530112304;3.39455174058;53.7885176206;50808000;11.8343369647;-39.7443428092;569220000;530348000;214501000;306260000
023060;02.509.186/0001-34;TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.;2022;136.517627653;47.6412754786;65.10247336;1.20653647271;68.150647344;215531000;23.2491830927;34.9579898482;701559000;715747000;340991000;249778000
020397;02.509.491/0001-26;CONC ECOVIAS IMIGRANTES S.A.;2020;63.6557980412;19.3156132165;69.6561604585;0.802081367173;61.9995045052;88946000;;;1037347000;1943930000;375482000;589863000
020397;02.509.491/0001-26;CONC ECOVIAS IMIGRANTES S.A.;2021;71.608697168;14.746642299;79.4066323195;0.0968100609626;64.8773356397;19251000;5.10783758954;28.9731111717;1090333000;2507147000;369720000;516306000
020397;02.509.491/0001-26;CONC ECOVIAS IMIGRANTES S.A.;2022;66.9463116671;16.3101501471;75.6369697734;0.297321733609;58.0688667609;57616000;28.8653099558;12.0335584631;1405061000;2808846000;458127000;684320000
020397;02.509.491/0001-26;CONC ECOVIAS IMIGRANTES S.A.;2023;126.402965387;16.8916644566;86.6366549195;0.150644912495;56.9709742346;91840000;23.1616990294;11.6905661613;1730497000;3137216000;529928000;419237000
